Modified or unmodified,Modified material type,Cross-linked or uncross-linked,Cross-linking agent type,Adsorbent dosage (g/L) ,Reactor temperature (℃),Initial P concentration (mg/L),Reaction time (min),Solution pH,Pore volume (cm³/g),BET surface area (m²/g),P adsorption capacity (mg/g)
1,7,0,0,10.0,20.0,10.0,2880.0,5.0,0.08899999999999998,0.1400000000000001,2.9
1,7,0,0,10.0,20.0,10.0,2880.0,5.3,0.08899999999999998,0.1400000000000001,6.8
1,7,0,0,10.0,20.0,10.0,2880.0,5.2,0.08899999999999998,0.1400000000000001,7.7
1,7,0,0,10.0,20.0,10.63,2880.0,7.3,0.08899999999999998,0.1400000000000001,5.5
1,7,0,0,10.0,20.0,9.07,2880.0,8.0,0.08899999999999998,0.1400000000000001,2.8
1,7,0,0,10.0,20.0,100.0,1440.0,7.0,0.08899999999999998,0.1400000000000001,22.0
1,8,1,1,0.5,25.0,50.0,2880.0,3.0,0.112,28.16,62.51
1,8,1,1,0.5,25.0,50.0,2880.0,4.0,0.112,28.16,60.5
1,8,1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,59.8
1,8,1,1,0.5,25.0,50.0,2880.0,6.0,0.112,28.16,52.5
1,8,1,1,0.5,25.0,50.0,2880.0,7.0,0.112,28.16,44.8
1,8,1,1,0.5,25.0,50.0,2880.0,8.0,0.112,28.16,38.0
1,8,1,1,0.5,25.0,50.0,2880.0,9.0,0.112,28.16,22.0
1,8,1,1,0.5,25.0,50.0,2880.0,10.0,0.112,28.16,20.0
1,8,1,1,0.5,25.0,50.0,2880.0,11.0,0.112,28.16,10.0
1,8,1,1,0.5,15.0,50.0,2880.0,5.0,0.112,28.16,64.98
1,8,1,1,0.5,20.0,50.0,2880.0,5.0,0.112,28.16,62.5
1,8,1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,59.8
1,8,1,1,0.5,30.0,50.0,2880.0,5.0,0.112,28.16,58.5
1,8,1,1,0.5,35.0,50.0,2880.0,5.0,0.112,28.16,56.07
1,8,1,1,0.5,25.0,10.0,2880.0,5.0,0.112,28.16,40.0
1,8,1,1,0.5,25.0,25.0,2880.0,5.0,0.112,28.16,85.0
1,8,1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,115.0
1,8,1,1,0.5,25.0,100.0,2880.0,5.0,0.112,28.16,145.0
1,8,1,1,0.5,25.0,200.0,2880.0,5.0,0.112,28.16,174.6
1,9,1,1,0.62,25.0,50.0,2880.0,3.0,0.089,20.59,65.39
1,9,1,1,0.62,25.0,50.0,2880.0,4.0,0.089,20.59,63.5
1,9,1,1,0.62,25.0,50.0,2880.0,5.0,0.089,20.59,62.51
1,9,1,1,0.62,25.0,50.0,2880.0,6.0,0.089,20.59,60.5
1,9,1,1,0.62,25.0,50.0,2880.0,7.0,0.089,20.59,52.3
1,9,1,1,0.62,25.0,50.0,2880.0,8.0,0.089,20.59,50.0
1,9,1,1,0.62,25.0,50.0,2880.0,9.0,0.089,20.59,45.0
1,9,1,1,0.62,25.0,50.0,2880.0,10.0,0.089,20.59,23.0
1,9,1,1,0.62,25.0,50.0,2880.0,11.0,0.089,20.59,10.0
1,9,1,1,0.62,15.0,50.0,2880.0,5.0,0.089,20.59,68.68
1,9,1,1,0.62,20.0,50.0,2880.0,5.0,0.089,20.59,64.5
1,9,1,1,0.62,25.0,50.0,2880.0,5.0,0.089,20.59,62.51
1,9,1,1,0.62,30.0,50.0,2880.0,5.0,0.089,20.59,59.5
1,9,1,1,0.62,35.0,50.0,2880.0,5.0,0.089,20.59,55.94
1,9,1,1,0.62,25.0,10.0,2880.0,5.0,0.089,20.59,35.0
1,9,1,1,0.62,25.0,25.0,2880.0,5.0,0.089,20.59,75.0
1,9,1,1,0.62,25.0,50.0,2880.0,5.0,0.089,20.59,105.0
1,9,1,1,0.62,25.0,100.0,2880.0,5.0,0.089,20.59,125.0
1,9,1,1,0.62,25.0,200.0,2880.0,5.0,0.089,20.59,149.5
1,10,1,2,0.5,25.0,50.0,360.0,4.0,0.03391428571428572,11.199999999999996,72.0
1,10,1,2,0.5,25.0,50.0,120.0,4.0,0.03391428571428572,11.199999999999996,57.6
1,10,1,2,0.5,25.0,1.0,360.0,4.0,0.03391428571428572,11.199999999999996,5.0
1,10,1,2,0.5,25.0,5.0,360.0,4.0,0.03391428571428572,11.199999999999996,25.0
1,10,1,2,0.5,25.0,10.0,360.0,4.0,0.03391428571428572,11.199999999999996,45.0
1,10,1,2,0.5,25.0,20.0,360.0,4.0,0.03391428571428572,11.199999999999996,75.0
1,10,1,2,0.5,25.0,35.0,360.0,4.0,0.03391428571428572,11.199999999999996,107.7
1,10,1,2,0.5,25.0,50.0,360.0,2.0,0.03391428571428572,11.199999999999996,33.0
1,10,1,2,0.5,25.0,50.0,360.0,3.0,0.03391428571428572,11.199999999999996,66.0
1,10,1,2,0.5,25.0,50.0,360.0,4.0,0.03391428571428572,11.199999999999996,33.0
1,10,1,2,0.5,25.0,50.0,360.0,5.0,0.03391428571428572,11.199999999999996,30.0
1,10,1,2,0.5,25.0,50.0,360.0,6.0,0.03391428571428572,11.199999999999996,28.0
1,10,1,2,0.5,25.0,50.0,360.0,7.0,0.03391428571428572,11.199999999999996,18.0
1,10,1,2,0.5,25.0,50.0,360.0,2.0,0.03391428571428572,11.199999999999996,35.0
1,10,1,2,0.5,25.0,50.0,360.0,3.0,0.03391428571428572,11.199999999999996,66.0
1,10,1,2,0.5,25.0,50.0,360.0,4.0,0.03391428571428572,11.199999999999996,75.0
1,10,1,2,0.5,25.0,50.0,360.0,5.0,0.03391428571428572,11.199999999999996,35.0
1,10,1,2,0.5,25.0,50.0,360.0,6.0,0.03391428571428572,11.199999999999996,28.0
1,10,1,2,0.5,25.0,50.0,360.0,7.0,0.03391428571428572,11.199999999999996,18.0
1,10,0,0,1.0,25.0,25.0,1440.0,3.0,0.08899999999999998,35.20000000000001,18.0
1,10,0,0,1.0,25.0,50.0,1440.0,3.0,0.08899999999999998,35.20000000000001,35.0
1,10,0,0,1.0,25.0,100.0,1440.0,3.0,0.08899999999999998,35.20000000000001,58.0
1,10,0,0,1.0,25.0,200.0,1440.0,3.0,0.08899999999999998,35.20000000000001,72.0
1,10,0,0,1.0,25.0,300.0,1440.0,3.0,0.08899999999999998,35.20000000000001,78.0
1,10,0,0,1.0,25.0,400.0,1440.0,3.0,0.08899999999999998,35.20000000000001,81.0
1,10,0,0,1.0,25.0,500.0,1440.0,3.0,0.08899999999999998,35.20000000000001,82.5
1,10,1,2,0.15,20.0,10.0,1440.0,6.0,0.016,11.2,95.25
1,10,1,2,0.15,20.0,10.0,90.0,6.0,0.016,11.2,48.0
1,10,1,2,0.15,20.0,10.0,360.0,6.0,0.016,11.2,72.0
1,10,1,2,0.15,20.0,10.0,1440.0,3.0,0.016,11.2,82.0
1,10,1,2,0.15,20.0,10.0,1440.0,4.0,0.016,11.2,78.0
1,10,1,2,0.15,20.0,10.0,1440.0,5.0,0.016,11.2,72.0
1,10,1,2,0.15,20.0,10.0,1440.0,6.0,0.016,11.2,68.0
1,10,1,2,0.15,20.0,10.0,1440.0,7.0,0.016,11.2,48.0
1,10,1,2,0.15,20.0,10.0,1440.0,8.0,0.016,11.2,35.0
1,10,1,2,0.15,20.0,10.0,1440.0,9.0,0.016,11.2,25.0
1,10,1,2,0.15,20.0,10.0,1440.0,10.0,0.016,11.2,15.0
1,10,1,2,0.15,20.0,10.0,1440.0,11.0,0.016,11.2,8.0
1,10,1,2,0.15,20.0,10.0,1440.0,12.0,0.016,11.2,5.0
1,10,1,2,0.15,20.0,20.0,1440.0,6.0,0.016,11.2,82.0
1,10,1,2,0.15,20.0,40.0,1440.0,6.0,0.016,11.2,88.0
1,10,1,2,0.15,20.0,60.0,1440.0,6.0,0.016,11.2,92.0
1,10,1,2,0.15,20.0,80.0,1440.0,6.0,0.016,11.2,94.0
1,10,1,2,0.15,20.0,100.0,1440.0,6.0,0.016,11.2,95.25
1,10,0,0,0.5,24.0,11.0,120.0,6.0,0.08678260869565217,10.78,18.0
1,10,0,0,0.5,24.0,22.5,120.0,6.0,0.08678260869565217,10.78,35.0
1,10,0,0,0.5,24.0,31.0,120.0,6.0,0.08678260869565217,10.78,42.0
1,10,0,0,0.5,24.0,37.5,120.0,6.0,0.08678260869565217,10.78,45.0
1,10,0,0,0.5,24.0,48.5,120.0,6.0,0.08678260869565217,10.78,47.0
1,10,0,0,0.5,24.0,50.0,120.0,5.50603804983358,0.08678260869565217,10.78,43.0189124763875
1,10,0,0,0.5,24.0,50.0,120.0,6.62943015201943,0.08678260869565217,10.78,39.6973104254745
1,10,0,0,0.5,24.0,50.0,120.0,7.75563326436988,0.08678260869565217,10.78,31.0376000719618
1,10,0,0,0.5,24.0,50.0,120.0,8.86890572996311,0.08678260869565217,10.78,16.9331879104074
1,10,0,0,0.5,24.0,50.0,120.0,9.98959926239093,0.08678260869565217,10.78,18.7361698299901
1,10,0,0,0.5,24.0,50.0,120.0,11.0962377439956,0.08678260869565217,10.78,17.2296932625708
1,10,0,0,0.5,24.0,10.0,120.0,6.0,0.08678260869565217,10.78,19.2
1,10,0,0,0.5,24.0,50.0,120.0,6.0,0.08678260869565217,10.78,38.27
1,10,0,0,0.5,4.0,50.0,120.0,6.0,0.08678260869565217,10.78,48.5
1,10,0,0,0.5,24.0,50.0,120.0,6.0,0.08678260869565217,10.78,47.28
1,10,0,0,0.5,30.0,50.0,120.0,6.0,0.08600000000000003,10.78,45.0
1,10,0,0,0.5,40.0,50.0,120.0,6.0,0.08600000000000003,10.78,42.0
1,10,1,1,0.5,24.0,11.5,120.0,6.0,0.0469,12.47,19.0
1,10,1,1,0.5,24.0,25.0,120.0,6.0,0.0469,12.47,40.0
1,10,1,1,0.5,24.0,36.0,120.0,6.0,0.0469,12.47,52.0
1,10,1,1,0.5,24.0,43.0,120.0,6.0,0.0469,12.47,56.0
1,10,1,1,0.5,24.0,48.5,120.0,6.0,0.0469,12.47,57.0
1,10,1,1,0.5,24.0,50.0,120.0,4.3851196365926,0.0469,10.78,41.6429792210128
1,10,1,1,0.5,24.0,50.0,120.0,1.07082621210758,0.0469,12.47,16.6960510929207
1,10,1,1,0.5,24.0,50.0,120.0,2.17538454619051,0.0469,12.47,28.6416074480525
1,10,1,1,0.5,24.0,50.0,120.0,3.29377305028334,0.0469,12.47,52.7580507331114
1,10,1,1,0.5,24.0,50.0,120.0,4.3851196365926,0.0469,12.47,52.7459071692003
1,10,1,1,0.5,24.0,50.0,120.0,5.50603804983358,0.0469,12.47,54.1223464064046
1,10,1,1,0.5,24.0,50.0,120.0,6.62943015201943,0.0469,12.47,48.5585702077898
1,10,1,1,0.5,24.0,50.0,120.0,7.75563326436988,0.0469,12.47,40.0054533597193
1,10,1,1,0.5,24.0,50.0,120.0,8.86890572996311,0.0469,12.47,28.4635018440226
1,10,1,1,0.5,24.0,50.0,120.0,9.98959926239093,0.0469,12.47,24.9283754610056
1,10,1,1,0.5,24.0,50.0,120.0,11.0962377439956,0.0469,12.47,22.7809885760547
1,10,1,1,0.5,24.0,10.0,120.0,6.0,0.0469,12.47,19.13
1,10,1,1,0.5,24.0,50.0,120.0,6.0,0.0469,12.47,53.14
1,10,1,1,0.5,24.0,10.0,120.0,6.0,0.0469,10.16,17.2
1,10,1,1,0.5,24.0,50.0,120.0,6.0,0.0469,10.16,31.35
1,10,1,1,0.5,4.0,50.0,120.0,6.0,0.0469,12.47,58.5
1,10,1,1,0.5,24.0,50.0,120.0,6.0,0.0469,12.47,57.84
1,10,1,1,0.5,30.0,50.0,120.0,6.0,0.0469,12.47,55.0
1,10,1,1,0.5,40.0,50.0,120.0,6.0,0.0469,12.47,52.0
1,11,1,2,10.0,25.0,15.5,1440.0,7.0,0.08899999999999998,11.199999999999996,15.5
1,11,1,2,10.0,25.0,31.0,1440.0,7.0,0.08899999999999998,11.199999999999996,31.0
1,11,1,2,10.0,25.0,62.0,1440.0,7.0,0.08899999999999998,11.199999999999996,34.1
1,11,1,2,10.0,25.0,124.0,1440.0,7.0,0.08899999999999998,11.199999999999996,34.1
1,11,1,2,10.0,25.0,248.0,1440.0,7.0,0.08899999999999998,11.199999999999996,34.1
1,11,1,2,10.0,15.0,62.0,1440.0,7.0,0.08899999999999998,11.199999999999996,31.6
1,11,1,2,10.0,35.0,62.0,1440.0,7.0,0.08899999999999998,11.199999999999996,34.8
1,11,1,2,10.0,25.0,31.0,10.0,7.0,0.0469,11.199999999999996,20.0
1,11,1,2,10.0,25.0,31.0,30.0,7.0,0.0469,11.199999999999996,28.0
1,11,1,2,10.0,25.0,31.0,60.0,7.0,0.0469,11.199999999999996,32.0
1,11,1,2,10.0,25.0,31.0,180.0,7.0,0.0469,11.199999999999996,34.0
1,11,1,2,10.0,25.0,31.0,1440.0,4.0,0.08899999999999998,11.199999999999996,12.0
1,11,1,2,10.0,25.0,31.0,1440.0,5.0,0.08899999999999998,11.199999999999996,22.0
1,11,1,2,10.0,25.0,31.0,1440.0,6.0,0.08899999999999998,11.199999999999996,34.0
1,11,1,2,10.0,25.0,31.0,1440.0,7.0,0.08899999999999998,11.199999999999996,30.0
1,11,1,2,10.0,25.0,31.0,1440.0,8.0,0.08899999999999998,11.199999999999996,23.0
1,11,1,2,10.0,25.0,31.0,1440.0,9.0,0.08899999999999998,11.199999999999996,12.0
1,11,1,2,10.0,25.0,31.0,1440.0,10.0,0.08899999999999998,11.199999999999996,8.0
1,11,1,2,14.0,25.0,4.0,1440.0,7.0,0.08899999999999998,11.199999999999996,4.0
1,11,1,0,10.0,25.0,26.4,180.0,7.27,0.12000000000000008,94.23859459459457,26.4
1,12,0,0,1.0,25.0,25.0,1440.0,3.0,0.089,35.2,45.0
1,12,0,0,1.0,25.0,50.0,1440.0,3.0,0.089,35.2,85.0
1,12,0,0,1.0,25.0,100.0,1440.0,3.0,0.089,35.2,165.0
1,12,0,0,1.0,25.0,200.0,1440.0,3.0,0.089,35.2,188.0
1,12,0,0,1.0,25.0,300.0,1440.0,3.0,0.089,35.2,193.0
1,12,0,0,1.0,25.0,400.0,1440.0,3.0,0.089,35.2,194.0
1,12,0,0,1.0,25.0,500.0,1440.0,3.0,0.089,35.2,195.3
1,12,0,0,1.0,25.0,50.0,10.0,3.0,0.089,35.2,36.0
1,12,0,0,1.0,25.0,50.0,30.0,3.0,0.089,35.2,59.0
1,12,0,0,1.0,25.0,50.0,60.0,3.0,0.089,35.2,72.0
1,12,0,0,1.0,25.0,50.0,100.0,3.0,0.089,35.2,79.0
1,12,0,0,1.0,25.0,50.0,150.0,3.0,0.089,35.2,82.0
1,12,0,0,1.0,25.0,50.0,210.0,3.0,0.089,35.2,48.0
1,12,0,0,1.0,25.0,100.0,10.0,3.0,0.089,35.2,42.0
1,12,0,0,1.0,25.0,100.0,30.0,3.0,0.089,35.2,69.0
1,12,0,0,1.0,25.0,100.0,60.0,3.0,0.089,35.2,83.0
1,12,0,0,1.0,25.0,100.0,100.0,3.0,0.089,35.2,89.0
1,12,0,0,1.0,25.0,100.0,150.0,3.0,0.089,35.2,92.0
1,12,0,0,1.0,25.0,100.0,210.0,3.0,0.089,35.2,94.0
1,12,0,0,1.0,25.0,100.0,300.0,3.0,0.089,35.2,95.0
1,12,0,0,1.0,25.0,100.0,1440.0,3.0,0.089,35.2,195.3
1,12,0,0,1.0,25.0,100.0,1440.0,4.0,0.089,35.2,85.0
1,12,0,0,1.0,25.0,100.0,1440.0,5.0,0.089,35.2,78.0
1,12,0,0,1.0,25.0,100.0,1440.0,6.0,0.089,35.2,72.0
1,12,0,0,1.0,25.0,100.0,1440.0,7.0,0.089,35.2,66.0
1,12,0,0,1.0,25.0,100.0,1440.0,8.0,0.089,35.2,62.0
1,12,0,0,1.0,25.0,100.0,1440.0,9.0,0.089,35.2,56.0
1,12,0,0,1.0,25.0,100.0,1440.0,10.0,0.089,35.2,50.0
1,12,0,0,1.0,25.0,100.0,1440.0,11.0,0.089,35.2,46.0
1,13,0,0,10.0,20.0,10.0,1440.0,4.0,0.08899999999999998,35.20000000000001,11.4
1,13,0,0,10.0,20.0,10.0,1440.0,6.0,0.08899999999999998,10.78,9.9
1,13,0,0,10.0,20.0,10.0,1440.0,7.0,0.08899999999999998,35.2,8.2
1,13,0,0,10.0,20.0,10.0,1440.0,8.0,0.08899999999999998,35.2,3.9
1,13,0,0,10.0,20.0,10.0,1440.0,10.0,0.08899999999999998,35.2,2.2
1,13,0,0,10.0,25.0,10.0,5.0,7.0,0.029,10.78,2.5
1,13,0,0,10.0,25.0,10.0,10.0,7.0,0.029,10.78,4.0
1,13,0,0,10.0,25.0,10.0,20.0,7.0,0.029,10.78,5.5
1,13,0,0,10.0,25.0,10.0,40.0,7.0,0.03911111111111111,10.78,6.5
1,13,0,0,10.0,25.0,10.0,60.0,7.0,0.029,10.78,7.0
1,13,0,0,10.0,25.0,10.0,120.0,7.0,0.029,10.78,7.3
1,13,0,0,10.0,25.0,10.0,240.0,7.0,0.029,10.78,7.4
1,13,0,0,10.0,25.0,10.0,1440.0,7.0,0.08899999999999998,35.2,7.43
1,13,0,0,10.0,25.0,50.0,1440.0,7.0,0.08899999999999998,35.2,11.44
1,13,0,0,10.0,35.0,10.0,1440.0,7.0,0.08899999999999998,35.2,7.9
1,13,0,0,10.0,35.0,50.0,1440.0,7.0,0.08899999999999998,35.2,21.15
1,13,0,0,10.0,20.0,1.0,2880.0,7.0,0.08899999999999998,35.2,2.0
1,13,0,0,10.0,20.0,2.5,2880.0,7.0,0.08899999999999998,35.2,4.0
1,13,0,0,10.0,20.0,5.0,2880.0,7.0,0.08899999999999998,35.2,5.5
1,13,0,0,10.0,20.0,10.0,2880.0,7.0,0.08899999999999998,35.2,8.2
1,13,0,0,10.0,20.0,25.0,2880.0,7.0,0.08899999999999998,35.2,15.0
1,13,0,0,10.0,20.0,50.0,2880.0,7.0,0.08899999999999998,35.2,22.0
1,13,0,0,10.0,20.0,100.0,2880.0,7.0,0.08899999999999998,35.2,35.0
1,13,0,0,10.0,20.0,250.0,2880.0,7.0,0.08899999999999998,35.2,48.0
1,13,0,0,10.0,20.0,500.0,2880.0,7.0,0.08899999999999998,35.2,56.0
1,13,0,0,10.0,20.0,1000.0,2880.0,7.0,0.08899999999999998,35.2,62.5
1,13,0,0,10.0,20.0,10.0,1440.0,7.0,0.08899999999999998,35.2,4.98
1,14,1,1,1.0,25.0,100.0,720.0,5.4,5.558,90.045,72.42
1,14,1,1,1.0,25.0,50.0,720.0,5.4,5.558,90.045,76.0
1,14,1,1,1.0,35.0,100.0,720.0,5.4,5.558,90.045,77.0
1,14,1,1,1.0,45.0,100.0,720.0,5.4,5.558,90.045,82.0
1,14,1,1,0.1,25.0,100.0,720.0,5.4,5.558,90.045,52.0
1,14,1,1,0.5,25.0,100.0,720.0,5.4,5.558,90.045,60.5
1,14,1,1,1.5,25.0,100.0,720.0,5.4,5.558,90.045,58.0
1,14,1,1,2.0,25.0,100.0,720.0,5.4,5.558,90.045,46.0
1,14,1,1,1.0,25.0,100.0,120.0,5.4,5.558,90.045,58.3
1,14,1,1,1.0,25.0,100.0,240.0,5.4,5.558,90.045,65.0
1,14,1,1,1.0,25.0,100.0,480.0,5.4,5.558,90.045,70.0
1,14,1,1,1.0,25.0,100.0,720.0,3.0,5.558,90.045,80.0
1,14,1,1,1.0,25.0,100.0,720.0,4.0,5.558,90.045,77.0
1,14,1,1,1.0,25.0,100.0,720.0,5.0,5.558,90.045,72.0
1,14,1,1,1.0,25.0,100.0,720.0,6.0,5.558,90.045,70.0
1,14,1,1,1.0,25.0,100.0,720.0,7.0,5.558,90.045,68.0
1,14,1,1,1.0,25.0,100.0,720.0,8.0,5.558,90.045,65.0
1,14,1,1,1.0,25.0,100.0,720.0,9.0,5.558,90.045,52.0
1,14,1,1,1.0,25.0,100.0,720.0,10.0,5.558,90.045,57.0
1,14,1,1,1.0,25.0,100.0,720.0,11.0,5.558,90.045,50.0
1,14,1,1,1.0,25.0,200.0,720.0,5.4,5.558,90.045,85.0
1,14,1,1,1.0,25.0,300.0,720.0,5.4,5.558,90.045,95.0
1,14,1,1,1.0,25.0,400.0,720.0,5.4,5.558,90.045,105.0
1,14,1,1,1.0,25.0,500.0,720.0,5.4,5.558,90.045,113.3
1,14,1,1,1.0,35.0,500.0,720.0,5.4,5.558,90.045,116.1
1,14,1,1,1.0,45.0,500.0,720.0,5.4,5.558,90.045,123.5
1,14,1,1,1.0,25.0,1.0,720.0,5.4,5.558,90.045,5.0
1,14,1,1,1.0,25.0,10.0,720.0,5.4,5.558,90.045,25.0
1,15,1,1,1.0,25.0,100.0,720.0,5.4,9.023,38.56,18.5
1,15,1,1,1.0,25.0,50.0,720.0,5.4,9.023,38.56,22.0
1,15,1,1,1.0,35.0,100.0,720.0,5.4,9.023,38.56,20.0
1,15,1,1,1.0,45.0,100.0,720.0,5.4,9.023,38.56,21.5
1,16,1,1,1.0,25.0,100.0,720.0,5.4,6.081,76.879,51.5
1,16,1,1,1.0,25.0,50.0,720.0,5.4,6.081,76.879,65.0
1,16,1,1,1.0,35.0,100.0,720.0,5.4,6.081,76.879,55.0
1,16,1,1,1.0,45.0,100.0,720.0,5.4,6.081,76.879,58.0
1,17,1,1,1.5,22.0,48.0,10.0,5.4,0.2056,21.994,15.0
1,17,1,1,1.5,22.0,48.0,20.0,5.4,0.2056,21.994,20.0
1,17,1,1,1.5,22.0,48.0,30.0,5.4,0.2056,21.994,22.5
1,17,1,1,1.5,22.0,48.0,40.0,5.4,0.2056,21.994,24.0
1,17,1,1,1.5,22.0,48.0,60.0,5.4,0.2056,21.994,25.5
1,17,1,1,1.5,22.0,48.0,120.0,5.4,0.2056,21.994,26.5
1,17,1,1,1.5,22.0,48.0,180.0,5.4,0.2056,21.994,27.0
1,17,1,1,1.5,22.0,15.0,1440.0,4.7,0.08899999999999998,21.994,11.0
1,17,1,1,1.5,22.0,45.0,1440.0,4.7,0.08899999999999998,21.994,26.0
1,17,1,1,1.5,22.0,80.0,1440.0,4.7,0.08899999999999998,21.994,46.0
1,17,1,1,1.5,22.0,200.0,1440.0,4.7,0.08899999999999998,21.994,68.0
1,17,1,1,1.5,22.0,350.0,1440.0,4.7,0.08899999999999998,21.994,78.0
1,17,1,1,1.5,22.0,516.0,1440.0,4.7,0.08899999999999998,21.994,87.0
1,17,1,1,2.0,22.0,48.0,180.0,3.0,0.0469,21.994,18.0
1,17,1,1,2.0,22.0,48.0,180.0,4.0,0.0469,21.994,20.5
1,17,1,1,2.0,22.0,48.0,180.0,5.0,0.0469,21.994,19.0
1,17,1,1,2.0,22.0,48.0,180.0,6.0,0.0469,21.994,18.5
1,17,1,1,2.0,22.0,48.0,180.0,7.0,0.0469,21.994,18.0
1,17,1,1,2.0,22.0,48.0,180.0,8.0,0.0469,21.994,18.5
1,17,1,1,2.0,22.0,48.0,180.0,10.0,0.0469,21.994,19.0
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,18.5
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,20.0
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,20.5
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,17.5
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,19.5
1,17,1,1,2.0,22.0,48.0,180.0,5.4,0.0469,21.994,15.5
1,18,1,1,1.5,22.0,48.0,10.0,5.4,0.2056,21.994,15.0
1,18,1,1,1.5,22.0,48.0,20.0,5.4,0.2056,21.994,20.0
1,18,1,1,1.5,22.0,48.0,30.0,5.4,0.2056,21.994,22.0
1,18,1,1,1.5,22.0,48.0,40.0,5.4,0.2056,21.994,23.5
1,18,1,1,1.5,22.0,48.0,60.0,5.4,0.2056,21.994,24.5
1,18,1,1,1.5,22.0,48.0,120.0,5.4,0.2056,21.994,25.0
1,18,1,1,1.5,22.0,48.0,180.0,5.4,0.2056,21.994,26.0
1,18,0,0,1.0,25.0,25.0,60.0,3.0,0.08678260869565217,0.15,14.286
1,18,0,0,1.0,25.0,50.0,60.0,3.0,0.08678260869565217,0.15,22.727
1,18,0,0,1.0,25.0,75.0,60.0,3.0,0.08678260869565217,0.15,26.471
1,18,0,0,1.0,25.0,100.0,60.0,3.0,0.068875,0.15,28.571
1,18,0,0,1.0,25.0,150.0,60.0,3.0,0.068875,0.15,30.0
1,18,0,0,1.0,25.0,200.0,60.0,3.0,0.068875,0.15,30.769
1,18,0,0,1.0,25.0,250.0,60.0,3.0,0.068875,0.15,31.25
1,18,0,0,1.0,25.0,300.0,60.0,3.0,0.068875,0.15,31.579
1,18,0,0,1.0,40.0,100.0,60.0,3.0,0.068875,0.15,25.0
1,18,0,0,1.0,50.0,100.0,60.0,3.0,0.068875,0.15,22.0
1,18,0,0,1.0,60.0,100.0,60.0,3.0,0.068875,0.15,19.0
1,18,0,0,1.0,25.0,100.0,60.0,2.0,0.068875,0.15,35.0
1,18,0,0,1.0,25.0,100.0,60.0,4.0,0.068875,0.15,55.0
1,18,0,0,1.0,25.0,100.0,60.0,5.0,0.068875,0.15,38.0
1,18,0,0,1.0,25.0,100.0,60.0,6.0,0.068875,0.15,28.0
1,18,0,0,1.0,25.0,100.0,60.0,7.0,0.068875,0.15,20.0
1,18,0,0,0.25,25.0,100.0,60.0,3.0,0.068875,0.15,15.0
1,18,0,0,0.5,25.0,100.0,60.0,3.0,0.068875,0.15,22.0
1,18,0,0,2.0,25.0,100.0,60.0,3.0,0.029,0.15,30.0
1,18,0,0,3.0,25.0,100.0,60.0,3.0,0.029,0.15,31.0
1,18,0,0,4.0,25.0,100.0,60.0,3.0,0.029,0.15,31.5
1,18,0,0,5.0,25.0,100.0,60.0,3.0,0.029,0.15,32.0
1,19,0,0,0.8,20.0,9.3,2880.0,4.0,0.08899999999999998,13.628999999999998,11.0
1,19,0,0,0.8,20.0,9.3,2880.0,5.0,0.08899999999999998,13.628999999999998,10.2
1,19,0,0,0.8,20.0,9.3,2880.0,6.0,0.08899999999999998,13.628999999999998,9.0
1,19,0,0,0.8,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,7.8
1,19,0,0,0.8,20.0,9.3,2880.0,8.0,0.08899999999999998,13.628999999999998,5.5
1,19,0,0,0.8,20.0,9.3,2880.0,9.0,0.08899999999999998,13.628999999999998,3.5
1,19,0,0,0.8,20.0,9.3,2880.0,10.0,0.08899999999999998,13.628999999999998,2.0
1,19,0,0,0.04,20.0,9.3,2880.0,7.0,0.016000000000000007,13.628999999999998,71.7
1,19,0,0,0.08,20.0,9.3,2880.0,7.0,0.016000000000000007,13.628999999999998,60.0
1,19,0,0,0.16,20.0,9.3,2880.0,7.0,0.016000000000000007,13.628999999999998,55.0
1,19,0,0,0.24,20.0,9.3,2880.0,7.0,0.016000000000000007,13.628999999999998,45.0
1,19,0,0,0.32,20.0,9.3,2880.0,7.0,0.016000000000000007,13.628999999999998,38.0
1,19,0,0,0.4,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,32.0
1,19,0,0,0.48,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,27.0
1,19,0,0,0.56,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,23.0
1,19,0,0,0.64,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,20.0
1,19,0,0,0.72,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,17.0
1,19,0,0,0.8,20.0,9.3,2880.0,7.0,0.08899999999999998,13.628999999999998,15.0
1,19,0,0,0.8,20.0,9.76,5.0,7.0,0.08678260869565217,13.628999999999998,4.5
1,19,0,0,0.8,20.0,9.76,10.0,7.0,0.08678260869565217,13.628999999999998,6.2
